0
PT. WIN WAHANA CIPTA MARGA - KSO BARUGA ASRINUSA
PT. BUKAKA TEKNIK UTAMA TBK
PT. POSO ENERGY
PT BUMI MINERAL SULAWESI
YAY. PENDIDIKAN DAN KESEJAHTERAAN ISLAM HADJI KALLA
YAYASAN AN NUR KALLA
BK - MKJ KSO
BUMI KARSA - FAJAR PASIR LESTARI KSO.
PT. BUMI SARANA UTAMA / PT. BUMI SARANA UTAMA ENERGY (BSUE)
PT. BUMI SARANA BETON (MKS1)
MESJID RAYA BUKIT BARUGA
IDRIS BAHARU (KALLA BETON)
"MUH AMIN HASANING,IR/PT.BUMI SARANA BETON"
IR SALMIN ADDY HELVIAN MM MBA (BARUGA ASRINUSA DEVELOPMENT)
M YUSUF TAHIR (BARUGA ASRINUSA DEVELOPMENT)
PT. BARUGA ASRI NUSA / IDRIS
